"","MSZoning","LotShape","LandContour","Neighborhood","BldgType","HouseStyle","Exterior1st","Exterior2nd","ExterQual","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","HeatingQC","CentralAir","KitchenQual","Functional","FireplaceQu","GarageType","GarageFinish","GarageQual","GarageCond","PavedDrive","SaleCondition","GarageYrBlt","MSSubClass","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","LotFrontage","MasVnrArea","Electrical","MoSold","YrSold","SalePrice","t"
"68","RL","IR1","Lvl","CollgCr","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Gd","Av","GLQ","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","Normal","2003",20,10665,7,5,2003,2003,1013,440,1453,1479,0,1479,1,2,0,3,1,7,0,2,558,144,29,72,167,"SBrkr",6,2007,226000,Jun 2007
"69","RM","Reg","Lvl","OldTown","1Fam","1Story","MetalSd","MetalSd","TA","CBlock","TA","No","Unf","TA","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","Normal","1945",30,4608,4,6,1945,1950,0,747,747,747,0,747,0,1,0,2,1,4,0,1,220,0,0,47,0,"SBrkr",6,2010,80000,Jun 2010
"70","RL","Reg","Lvl","ClearCr","1Fam","1.5Fin","BrkFace","AsbShng","Gd","CBlock","TA","No","BLQ","TA","Y","TA","Typ","TA","Attchd","Fin","TA","TA","Y","Normal","1953",50,15593,7,4,1953,1953,603,701,1304,1304,983,2287,0,2,0,3,1,7,1,2,667,0,21,81,0,"SBrkr",7,2006,225000,Jul 2006
"71","RL","IR1","Lvl","NAmes","1Fam","1Story","Plywood","Plywood","TA","CBlock","Gd","Gd","ALQ","Ex","Y","TA","Typ","Gd","Attchd","Fin","TA","TA","Y","Normal","1973",20,13651,7,6,1973,1973,1880,343,2223,2223,0,2223,1,2,0,3,1,8,2,2,516,300,0,95,1115,"SBrkr",2,2007,244000,Feb 2007
"72","RL","Reg","Lvl","Mitchel","1Fam","1Story","HdBoard","Plywood","TA","CBlock","TA","No","ALQ","TA","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1987",20,7599,4,6,1982,2006,565,280,845,845,0,845,1,1,0,2,1,4,0,2,360,0,0,69,0,"SBrkr",6,2007,129500,Jun 2007
"73","RL","IR1","Lvl","Gilbert","1Fam","2Story","VinylSd","VinylSd","TA","PConc","Gd","No","Unf","Gd","Y","TA","Typ","TA","Attchd","Fin","TA","TA","Y","Normal","1998",60,10141,7,5,1998,1998,0,832,832,885,833,1718,0,2,1,3,1,7,1,2,427,0,94,74,40,"SBrkr",12,2009,185000,Dec 2009
"74","RL","Reg","Lvl","NAmes","1Fam","1Story","Wd Sdng","Wd Sdng","TA","CBlock","TA","No","ALQ","Gd","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","Normal","1989",20,10200,5,7,1954,2003,320,404,1086,1086,0,1086,1,1,0,3,1,6,0,2,490,0,0,85,104,"SBrkr",5,2010,144900,May 2010
"75","RM","Reg","Lvl","OldTown","1Fam","2Story","VinylSd","VinylSd","Gd","CBlock","Fa","No","Unf","Gd","N","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1915",50,5790,3,6,1915,1950,0,840,840,840,765,1605,0,2,0,3,2,8,0,1,379,0,0,60,0,"SBrkr",5,2010,107400,May 2010
"76","RM","Reg","Lvl","MeadowV","Twnhs","SLvl","CemntBd","CmentBd","TA","CBlock","Gd","Gd","GLQ","TA","Y","TA","Typ","None","BuiltIn","Unf","TA","TA","Y","Normal","1973",180,1596,4,5,1973,1973,462,0,462,526,462,988,1,1,0,2,1,5,0,1,297,120,101,21,0,"SBrkr",11,2009,91000,Nov 2009
"77","RL","IR1","Lvl","NAmes","1Fam","1Story","VinylSd","VinylSd","TA","CBlock","TA","No","ALQ","Ex","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1956",20,8475,4,7,1956,1956,228,724,952,952,0,952,0,1,0,2,1,4,0,1,283,0,0,70,0,"FuseA",4,2008,135750,Apr 2008
"78","RM","Reg","Lvl","BrkSide","1Fam","1.5Fin","Wd Sdng","Wd Sdng","TA","CBlock","TA","No","BLQ","TA","Y","TA","Min1","None","Detchd","Unf","TA","TA","Y","Normal","1948",50,8635,5,5,1948,2001,336,295,672,1072,213,1285,1,1,0,2,1,6,0,1,240,0,0,50,0,"SBrkr",1,2008,127000,Jan 2008
"79","RL","Reg","Lvl","Sawyer","Duplex","1Story","HdBoard","HdBoard","TA","CBlock","TA","No","Unf","TA","N","TA","Typ","None","None","None","None","None","Y","Normal","None",90,10778,4,5,1968,1968,0,1768,1768,1768,0,1768,0,2,0,4,2,8,0,0,0,0,0,72,0,"SBrkr",4,2010,136500,Apr 2010
"80","RM","Reg","Lvl","OldTown","1Fam","2Story","Wd Sdng","Wd Sdng","TA","PConc","TA","No","Unf","Gd","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1966",50,10440,5,6,1910,1981,0,440,440,682,548,1230,0,1,1,2,1,5,0,2,440,74,0,60,0,"SBrkr",5,2009,110000,May 2009
"81","RL","Reg","Lvl","NAmes","1Fam","2Story","VinylSd","VinylSd","TA","CBlock","Gd","No","Rec","TA","Y","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","Normal","1968",60,13000,6,6,1968,1968,448,448,896,1182,960,2142,0,2,1,4,1,8,1,1,509,0,72,100,576,"SBrkr",6,2009,193500,Jun 2009
"82","RM","Reg","Lvl","Mitchel","TwnhsE","1Story","VinylSd","VinylSd","TA","PConc","Ex","No","GLQ","Ex","Y","TA","Typ","None","Attchd","Fin","TA","TA","Y","Normal","1998",120,4500,6,5,1998,1998,1201,36,1237,1337,0,1337,1,2,0,2,1,5,0,2,405,0,199,32,443,"SBrkr",3,2006,153500,Mar 2006
"83","RL","Reg","Lvl","Somerst","1Fam","1Story","VinylSd","VinylSd","TA","PConc","Gd","No","GLQ","Ex","Y","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","Normal","2007",20,10206,8,5,2007,2007,33,1530,1563,1563,0,1563,0,2,0,3,1,6,1,3,758,144,99,78,468,"SBrkr",10,2008,245000,Oct 2008
"84","RL","IR1","Lvl","NAmes","1Fam","1Story","MetalSd","MetalSd","TA","CBlock","TA","No","Unf","Gd","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1974",20,8892,5,5,1960,1960,0,1065,1065,1065,0,1065,0,1,1,3,1,6,0,2,461,74,0,80,66,"SBrkr",7,2007,126500,Jul 2007
"85","RL","IR1","Lvl","Gilbert","1Fam","SLvl","HdBoard","HdBoard","TA","PConc","Gd","No","Unf","Gd","Y","TA","Typ","TA","BuiltIn","Fin","TA","TA","Y","Normal","1995",80,8530,7,5,1995,1996,0,384,384,804,670,1474,0,2,1,3,1,7,1,2,400,120,72,80,22,"SBrkr",5,2009,168500,May 2009
"86","RL","Reg","Lvl","NoRidge","1Fam","2Story","HdBoard","HdBoard","Gd","CBlock","Gd","No","Unf","Ex","Y","Gd","Typ","TA","Attchd","Unf","TA","TA","Y","Normal","1991",60,16059,8,5,1991,1992,0,1288,1288,1301,1116,2417,0,2,1,4,1,9,1,2,462,127,82,121,284,"SBrkr",4,2006,260000,Apr 2006
"87","RL","IR2","Lvl","Gilbert","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","Av","Unf","Ex","Y","Gd","Typ","Gd","BuiltIn","Fin","TA","TA","Y","Normal","2005",60,11911,6,5,2005,2005,0,684,684,684,876,1560,0,2,1,3,1,6,1,2,400,100,38,122,0,"SBrkr",3,2009,174000,Mar 2009
"88","FV","Reg","Lvl","Somerst","TwnhsE","2Story","VinylSd","VinylSd","Gd","PConc","Gd","Av","Unf","Ex","Y","Gd","Typ","None","Detchd","RFn","TA","TA","Y","Partial","2009",160,3951,6,5,2009,2009,0,612,612,612,612,1224,0,2,1,2,1,4,0,2,528,0,234,40,76,"SBrkr",6,2009,164500,Jun 2009
"89","C (all)","IR1","Lvl","IDOTRR","1Fam","1.5Fin","Plywood","Plywood","Fa","CBlock","TA","No","Unf","TA","N","Fa","Typ","None","None","None","None","None","N","Abnorml","None",50,8470,3,2,1915,1982,0,1013,1013,1013,0,1526,0,1,0,2,1,6,0,0,0,0,0,105,0,"SBrkr",10,2009,85000,Oct 2009
"90","RL","Reg","Lvl","CollgCr","1Fam","1Story","VinylSd","VinylSd","TA","PConc","Gd","No","GLQ","Ex","Y","TA","Typ","None","None","None","None","None","Y","Normal","None",20,8070,4,5,1994,1995,588,402,990,990,0,990,1,1,0,3,1,5,0,0,0,0,0,60,0,"SBrkr",8,2007,123600,Aug 2007
"91","RL","Reg","Lvl","NAmes","1Fam","1Story","BrkFace","Wd Sdng","TA","Slab","None","None","None","TA","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1950",20,7200,4,5,1950,1950,0,0,0,1040,0,1040,0,1,0,2,1,4,0,2,420,0,29,60,0,"FuseA",7,2006,109900,Jul 2006
"92","RL","Reg","Lvl","NAmes","1Fam","1Story","HdBoard","HdBoard","TA","CBlock","TA","No","Rec","TA","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","Abnorml","1961",20,8500,5,3,1961,1961,600,635,1235,1235,0,1235,0,1,0,2,1,6,0,2,480,0,0,85,203,"SBrkr",12,2006,98600,Dec 2006
"93","RL","IR1","HLS","Crawfor","1Fam","1Story","Wd Sdng","Wd Sdng","TA","BrkTil","Gd","No","ALQ","Ex","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1921",30,13360,5,7,1921,2006,713,163,876,964,0,964,1,1,0,2,1,5,0,2,432,0,0,80,0,"SBrkr",8,2009,163500,Aug 2009
"94","C (all)","Reg","Lvl","OldTown","2fmCon","2.5Unf","MetalSd","MetalSd","TA","BrkTil","TA","Mn","Rec","Ex","N","TA","Typ","Gd","Detchd","Unf","TA","TA","Y","Normal","1900",190,7200,6,6,1910,1998,1046,168,1214,1260,1031,2291,0,2,0,4,2,9,1,2,506,0,0,60,0,"SBrkr",11,2007,133900,Nov 2007
"95","RL","IR1","Lvl","CollgCr","1Fam","2Story","VinylSd","VinylSd","TA","PConc","Gd","No","GLQ","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","Normal","1997",60,9337,6,5,1997,1997,648,176,824,905,881,1786,1,2,1,3,1,7,0,2,684,0,162,69,0,"SBrkr",5,2007,204750,May 2007
"96","RL","IR2","Lvl","Gilbert","1Fam","2Story","VinylSd","VinylSd","Ex","PConc","Gd","No","ALQ","Gd","Y","TA","Typ","TA","BuiltIn","Fin","TA","TA","Y","Normal","1993",60,9765,6,8,1993,1993,310,370,680,680,790,1470,0,2,1,3,1,6,1,2,420,232,63,73,68,"SBrkr",4,2009,185000,Apr 2009
"97","RL","IR1","Lvl","CollgCr","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Gd","Av","ALQ","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","Normal","1999",20,10264,7,5,1999,1999,1162,426,1588,1588,0,1588,0,2,0,3,1,6,0,2,472,158,29,78,183,"SBrkr",8,2006,214000,Aug 2006
"98","RL","Reg","HLS","Edwards","1Fam","1Story","HdBoard","HdBoard","TA","CBlock","TA","No","Rec","TA","Y","TA","Typ","None","Attchd","Fin","TA","TA","P","Normal","1965",20,10921,4,5,1965,1965,520,440,960,960,0,960,1,1,0,3,1,6,0,1,432,120,0,73,48,"FuseF",5,2007,94750,May 2007
"99","RL","Reg","Lvl","Edwards","1Fam","1Story","Wd Sdng","Wd Sdng","TA","BrkTil","TA","No","ALQ","Fa","N","TA","Typ","None","Basment","Unf","Fa","TA","Y","Abnorml","1920",30,10625,5,5,1920,1950,108,350,458,835,0,835,0,1,0,2,1,5,0,1,366,0,0,85,0,"SBrkr",5,2010,83000,May 2010
"100","RL","IR1","Lvl","NAmes","1Fam","1Story","Plywood","Plywood","TA","CBlock","TA","No","ALQ","Fa","Y","TA","Typ","None","None","None","None","None","Y","Normal","None",20,9320,4,5,1959,1959,569,381,950,1225,0,1225,1,1,1,3,1,6,0,0,0,352,0,77,0,"SBrkr",1,2010,128950,Jan 2010
"101","RL","IR1","Lvl","NWAmes","1Fam","1Story","Plywood","Plywood","TA","PConc","TA","Mn","ALQ","Gd","Y","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","Normal","1977",20,10603,6,7,1977,2001,1200,410,1610,1610,0,1610,1,2,0,3,1,6,2,2,480,168,68,70,28,"SBrkr",2,2010,205000,Feb 2010
"102","RL","Reg","Lvl","SawyerW","1Fam","2Story","HdBoard","HdBoard","Gd","CBlock","Gd","No","Unf","TA","Y","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","Normal","1985",60,9206,6,5,1985,1985,0,741,741,977,755,1732,0,2,1,3,1,7,1,2,476,192,46,77,336,"SBrkr",6,2010,178000,Jun 2010
"103","RL","Reg","Bnk","SawyerW","Duplex","1Story","HdBoard","HdBoard","TA","Slab","None","None","None","TA","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","Alloca","1979",90,7018,5,5,1979,1979,0,0,0,1535,0,1535,0,2,0,4,2,8,0,2,410,0,0,64,0,"SBrkr",6,2009,118964,Jun 2009
"104","RL","IR1","Lvl","CollgCr","1Fam","1Story","VinylSd","VinylSd","TA","PConc","Gd","No","Unf","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","Normal","2009",20,10402,7,5,2009,2009,0,1226,1226,1226,0,1226,0,2,0,3,1,6,0,3,740,0,36,94,0,"SBrkr",5,2010,198900,May 2010
"105","RM","Reg","Lvl","IDOTRR","1Fam","1.5Fin","Stucco","Stucco","TA","PConc","TA","No","LwQ","Ex","Y","TA","Typ","TA","Detchd","Unf","TA","TA","Y","Normal","1951",50,7758,7,4,1931,1950,224,816,1040,1226,592,1818,0,1,1,4,1,7,2,1,240,0,0,60,600,"FuseF",6,2007,169500,Jun 2007
"106","FV","Reg","Lvl","Somerst","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Ex","No","Unf","Ex","Y","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","Normal","2003",60,9375,8,5,2003,2004,0,1053,1053,1053,939,1992,0,2,1,3,1,9,1,2,648,140,45,75,768,"SBrkr",8,2008,250000,Aug 2008
"107","RM","Reg","Lvl","OldTown","1Fam","1Story","VinylSd","VinylSd","TA","BrkTil","Fa","No","Unf","Gd","Y","TA","Typ","None","Detchd","Unf","Fa","Fa","N","Normal","1954",30,10800,4,7,1885,1995,0,641,641,1047,0,1047,0,1,0,2,1,6,0,1,273,0,0,60,0,"SBrkr",8,2007,100000,Aug 2007
"108","RM","Reg","Lvl","OldTown","1Fam","1Story","VinylSd","VinylSd","TA","CBlock","TA","No","ALQ","Ex","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","Partial","1948",20,6000,5,5,1948,1950,104,516,789,789,0,789,0,1,0,2,1,5,0,1,250,0,0,50,0,"SBrkr",4,2008,115000,Apr 2008
"109","RM","Reg","Lvl","IDOTRR","1Fam","1.5Fin","CemntBd","CmentBd","TA","CBlock","TA","No","Unf","TA","N","Fa","Typ","None","None","None","None","None","N","Normal","None",50,8500,5,7,1919,2005,0,793,793,997,520,1517,0,2,0,3,1,7,0,0,0,0,0,85,0,"FuseF",8,2007,115000,Aug 2007
"110","RL","IR1","Lvl","NWAmes","1Fam","1Story","Plywood","Plywood","TA","CBlock","Gd","No","BLQ","Ex","Y","TA","Typ","TA","Attchd","RFn","TA","TA","Y","Normal","1977",20,11751,6,6,1977,1977,705,1139,1844,1844,0,1844,0,2,0,3,1,7,1,2,546,0,122,105,480,"SBrkr",1,2010,190000,Jan 2010
"111","RL","Reg","Lvl","Edwards","1Fam","1.5Fin","Wd Sdng","Wd Sdng","TA","CBlock","TA","No","Rec","Gd","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","Normal","1954",50,9525,6,4,1954,1972,444,550,994,1216,639,1855,0,2,0,4,1,7,0,1,325,182,0,75,0,"SBrkr",10,2006,136900,Oct 2006
"112","RL","IR1","Lvl","Gilbert","1Fam","SLvl","VinylSd","VinylSd","TA","PConc","Gd","No","GLQ","Ex","Y","TA","Typ","TA","BuiltIn","Fin","TA","TA","Y","Normal","2000",80,7750,7,5,2000,2000,250,134,384,774,656,1430,0,2,1,3,1,7,1,2,400,180,0,88,0,"SBrkr",4,2010,180000,Apr 2010
"113","RL","Reg","Lvl","CollgCr","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Ex","Av","GLQ","Ex","Y","Ex","Typ","Gd","BuiltIn","Fin","TA","TA","Y","Partial","2007",60,9965,7,5,2007,2007,984,280,1264,1282,1414,2696,1,2,1,4,1,10,1,3,792,120,184,77,220,"SBrkr",10,2007,383970,Oct 2007
"114","RL","Reg","Bnk","Crawfor","1Fam","1Story","Wd Sdng","Wd Sdng","TA","CBlock","Gd","Mn","ALQ","TA","Y","Gd","Typ","Gd","Basment","Unf","TA","TA","Y","Abnorml","1953",20,21000,6,5,1953,1953,35,905,1809,2259,0,2259,1,2,0,3,1,7,2,2,450,166,120,120,184,"SBrkr",10,2007,217000,Oct 2007
"115","RL","IR1","Lvl","Crawfor","1Fam","2Story","Wd Sdng","Wd Sdng","TA","CBlock","TA","No","ALQ","Ex","Y","Gd","Typ","TA","Detchd","Unf","TA","TA","Y","Normal","1945",70,7259,6,8,1945,2002,774,104,1028,1436,884,2320,1,2,1,3,1,9,1,1,180,224,0,61,0,"SBrkr",7,2007,259500,Jul 2007
"116","FV","Reg","Lvl","Somerst","TwnhsE","2Story","MetalSd","MetalSd","TA","PConc","Gd","No","GLQ","Gd","Y","TA","Typ","Fa","Detchd","Unf","TA","TA","Y","Normal","1999",160,3230,6,5,1999,1999,419,310,729,729,729,1458,0,2,1,2,1,5,1,2,440,0,32,34,1129,"SBrkr",6,2007,176000,Jun 2007
"117","RL","Reg","Lvl","Sawyer","1Fam","1Story","Wd Sdng","Wd Sdng","TA","CBlock","TA","No","LwQ","TA","Y","TA","Typ","Po","Attchd","Unf","TA","TA","Y","Normal","1962",20,11616,5,5,1962,1962,170,252,1092,1092,0,1092,0,1,0,3,1,6,1,1,288,0,20,69,116,"SBrkr",9,2009,139000,Sep 2009
"118","RL","Reg","Lvl","Edwards","1Fam","1Story","VinylSd","VinylSd","TA","PConc","Gd","No","Unf","Gd","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","Partial","2007",20,8536,5,5,2006,2007,0,1125,1125,1125,0,1125,0,1,1,2,1,5,0,2,430,80,64,74,0,"SBrkr",4,2007,155000,Apr 2007
"119","RL","Reg","Lvl","SawyerW","1Fam","2Story","Plywood","Plywood","TA","PConc","Gd","Mn","GLQ","Gd","Y","Gd","Typ","TA","Attchd","Unf","TA","TA","Y","Normal","1990",60,12376,7,5,1990,1990,1470,203,1673,1699,1523,3222,1,3,0,5,1,11,2,3,594,367,0,90,0,"SBrkr",5,2010,320000,May 2010
"120","RL","Reg","Lvl","CollgCr","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","No","Unf","Ex","Y","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","Partial","2005",60,8461,6,5,2005,2006,0,728,728,728,728,1456,0,2,1,3,1,8,1,2,390,0,24,65,0,"SBrkr",7,2006,163990,Jul 2006
"121","RL","IR1","Low","ClearCr","1Fam","SLvl","Plywood","Plywood","TA","CBlock","TA","Gd","ALQ","Ex","Y","TA","Typ","TA","Attchd","Unf","TA","TA","Y","Normal","1969",80,21453,6,5,1969,1969,938,0,938,988,0,988,1,1,0,1,1,4,2,2,540,0,130,36,0,"SBrkr",10,2006,180000,Oct 2006
"122","RM","Reg","Lvl","IDOTRR","1Fam","1.5Fin","AsbShng","AsbShng","TA","PConc","TA","No","Unf","Gd","Y","TA","Typ","None","Detchd","Unf","TA","TA","P","Normal","1979",50,6060,4,5,1939,1950,0,732,732,772,351,1123,0,1,0,3,1,4,0,1,264,0,0,50,0,"SBrkr",6,2007,100000,Jun 2007
"123","RL","Reg","Lvl","NAmes","1Fam","1Story","MetalSd","MetalSd","TA","CBlock","TA","No","BLQ","Gd","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","Normal","1958",20,9464,6,7,1958,1958,570,510,1080,1080,0,1080,0,1,0,3,1,5,0,1,288,0,0,75,135,"SBrkr",6,2008,136000,Jun 2008
"124","RL","Reg","Lvl","SawyerW","TwnhsE","1Story","Plywood","Plywood","Gd","PConc","Gd","No","GLQ","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","Normal","1993",120,7892,6,5,1993,1993,300,899,1199,1199,0,1199,0,2,0,2,1,5,0,2,530,0,63,55,0,"SBrkr",3,2008,153900,Mar 2008
"125","RL","IR1","Lvl","NWAmes","1Fam","1Story","HdBoard","HdBoard","TA","CBlock","Gd","No","Unf","TA","Y","TA","Typ","TA","Attchd","Unf","TA","TA","Y","Normal","1979",20,17043,6,5,1979,1998,0,1362,1362,1586,0,1586,0,2,0,3,1,7,1,2,435,192,0,48,0,"SBrkr",1,2009,181000,Jan 2009
"126","RM","Reg","Lvl","IDOTRR","2fmCon","1.5Fin","Wd Sdng","Wd Sdng","TA","CBlock","TA","Av","GLQ","Gd","N","TA","Typ","None","None","None","None","None","N","Normal","None",190,6780,6,8,1935,1982,490,30,520,520,0,754,1,1,0,2,1,5,0,0,0,53,0,60,0,"SBrkr",6,2006,84500,Jun 2006
"127","RL","IR1","Lvl","NPkVill","TwnhsE","1Story","Plywood","Plywood","TA","CBlock","Gd","No","ALQ","TA","Y","TA","Typ","TA","Attchd","RFn","TA","TA","Y","Normal","1977",120,4928,6,5,1976,1976,120,958,1078,958,0,958,0,2,0,2,1,5,1,2,440,0,205,53,0,"SBrkr",2,2007,128000,Feb 2007
"128","RM","IR1","Bnk","OldTown","1Fam","1.5Unf","WdShing","Wd Sdng","TA","BrkTil","TA","No","LwQ","Ex","Y","TA","Typ","TA","None","None","None","None","N","Normal","None",45,4388,5,7,1930,1950,116,556,672,840,0,840,0,1,0,3,1,5,1,0,0,0,0,55,0,"SBrkr",6,2007,87000,Jun 2007
"129","RL","Reg","Lvl","NAmes","1Fam","2Story","VinylSd","VinylSd","TA","CBlock","TA","No","BLQ","TA","Y","TA","Typ","Fa","Attchd","RFn","TA","TA","Y","Normal","1966",60,7590,6,5,1966,1966,512,148,660,660,688,1348,0,1,1,3,1,6,1,2,453,188,108,69,266,"SBrkr",7,2006,155000,Jul 2006
"130","RL","Reg","Lvl","NAmes","1Fam","1Story","Plywood","Plywood","TA","CBlock","TA","No","Rec","TA","Y","Ex","Typ","None","2Types","RFn","TA","TA","Y","Abnorml","1998",20,8973,5,7,1958,1991,567,413,1008,1053,0,1053,0,1,1,3,1,6,0,2,750,0,80,69,85,"FuseA",7,2006,150000,Jul 2006
"131","RL","Reg","Lvl","NAmes","1Fam","2Story","MetalSd","MetalSd","TA","CBlock","TA","No","Rec","Ex","Y","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","Normal","1966",60,14200,7,6,1966,1966,445,479,924,1216,941,2157,0,2,1,4,1,8,2,2,487,105,66,88,309,"SBrkr",5,2006,226000,May 2006
"132","RL","IR1","Lvl","Gilbert","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","No","GLQ","Ex","Y","Gd","Typ","TA","BuiltIn","RFn","TA","TA","Y","Normal","2000",60,12224,6,5,2000,2000,695,297,992,1022,1032,2054,1,2,1,3,1,7,1,2,390,24,48,95,40,"SBrkr",7,2009,244000,Jul 2009
"133","RL","Reg","Lvl","NAmes","1Fam","1Story","MetalSd","MetalSd","TA","CBlock","TA","No","Rec","Gd","Y","Gd","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1974",20,7388,5,6,1959,2002,405,658,1063,1327,0,1327,1,1,0,3,1,7,0,2,624,0,0,75,0,"SBrkr",7,2007,150750,Jul 2007
"134","RL","IR1","Lvl","Timber","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Ex","No","GLQ","Ex","Y","Gd","Typ","None","Attchd","Fin","TA","TA","Y","Normal","2001",20,6853,8,5,2001,2002,1005,262,1267,1296,0,1296,1,2,0,2,1,6,0,2,471,192,25,62,136,"SBrkr",6,2009,220000,Jun 2009
"135","RL","IR1","Lvl","Sawyer","1Fam","1Story","Plywood","Plywood","TA","CBlock","TA","No","Rec","Gd","Y","TA","Min1","TA","Attchd","RFn","TA","TA","Y","Normal","1968",20,10335,5,6,1968,1993,570,891,1461,1721,0,1721,0,2,1,3,1,7,1,2,440,0,96,78,0,"SBrkr",7,2006,180000,Jul 2006
"136","RL","Reg","Lvl","NWAmes","1Fam","1Story","Plywood","Plywood","TA","PConc","TA","No","Unf","Gd","Y","TA","Typ","Gd","Attchd","Unf","TA","TA","Y","Normal","1970",20,10400,7,6,1970,1970,0,1304,1304,1682,0,1682,0,2,0,3,1,7,1,2,530,98,0,80,288,"SBrkr",5,2008,174000,May 2008
"137","RL","IR1","Lvl","NAmes","1Fam","1Story","MetalSd","MetalSd","TA","CBlock","TA","No","BLQ","TA","Y","TA","Typ","Fa","Attchd","RFn","TA","TA","Y","Normal","1967",20,10355,5,5,1967,1967,695,519,1214,1214,0,1214,0,2,0,3,1,5,1,1,318,0,111,79,196,"SBrkr",7,2007,143000,Jul 2007
"138","RL","Reg","Lvl","Mitchel","Duplex","1Story","VinylSd","VinylSd","TA","CBlock","TA","No","Unf","Gd","Y","TA","Typ","None","2Types","Unf","TA","TA","Y","Family","1989",90,11070,7,5,1988,1989,0,1907,1907,1959,0,1959,0,3,0,5,2,9,0,3,766,0,0,82,70,"SBrkr",7,2006,171000,Jul 2006
"139","RL","IR1","Lvl","CollgCr","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","Mn","GLQ","Ex","Y","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","Normal","1999",60,9066,8,5,1999,2000,668,336,1004,1004,848,1852,0,2,1,3,1,7,2,3,660,224,106,73,320,"SBrkr",12,2008,230000,Dec 2008
"140","RL","IR1","Lvl","CollgCr","1Fam","2Story","VinylSd","VinylSd","TA","PConc","Gd","No","GLQ","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","Normal","1997",60,15426,6,5,1997,1997,821,107,928,928,836,1764,1,2,1,3,1,7,0,2,470,276,99,65,0,"SBrkr",8,2009,231500,Aug 2009
"141","RL","Reg","Lvl","NAmes","1Fam","1Story","HdBoard","HdBoard","TA","CBlock","TA","No","ALQ","TA","Y","TA","Typ","Po","None","None","None","None","Y","Normal","None",20,10500,4,5,1971,1971,432,432,864,864,0,864,0,1,0,3,1,5,1,0,0,0,0,70,0,"SBrkr",4,2010,115000,Apr 2010
"142","RL","Reg","Lvl","CollgCr","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Gd","Av","GLQ","Ex","Y","Gd","Typ","None","Attchd","Fin","TA","TA","Y","Normal","2005",20,11645,7,5,2005,2005,1300,434,1734,1734,0,1734,1,2,0,3,1,7,0,2,660,160,24,78,0,"SBrkr",1,2006,260000,Jan 2006
"143","RL","Reg","Lvl","NAmes","1Fam","1.5Fin","BrkFace","Wd Sdng","TA","CBlock","TA","No","Rec","Fa","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","2000",50,8520,5,4,1952,1952,507,403,910,910,475,1385,0,2,0,4,1,6,0,2,720,0,0,71,0,"SBrkr",6,2010,166000,Jun 2010
