"","MSZoning","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","Heating","HeatingQC","CentralAir","KitchenQual","Functional","FireplaceQu","GarageType","GarageFinish","GarageQual","GarageCond","PavedDrive","PoolQC","Fence","MiscFeature","SaleType","SaleCondition","GarageYrBlt","Id","MSSubClass","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SalePrice","LotFrontage","MasVnrType","MasVnrArea","Electrical"
"1310","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","Gd","TA","No","GLQ","Unf","GasA","Gd","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","None","GdWo","None","WD","Normal","1991",1310,20,7153,6,5,1991,1991,1200,0,78,1278,1294,0,0,1294,1,0,2,0,3,1,6,0,2,496,112,51,0,0,0,0,0,6,2008,179200,71,"BrkFace",88,"SBrkr"
"1311","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","PosA","Norm","1Fam","1Story","Gable","CompShg","BrkFace","HdBoard","Gd","Gd","PConc","Gd","TA","Av","GLQ","Unf","GasA","TA","Y","Ex","Typ","TA","Attchd","Fin","TA","TA","Y","None","None","None","WD","Normal","1959",1311,20,17500,7,8,1959,2002,1406,0,496,1902,1902,0,0,1902,1,0,2,0,3,1,7,2,2,567,0,207,162,0,0,0,0,5,2010,335000,100,"None",0,"SBrkr"
"1312","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","None","None","None","New","Partial","2005",1312,20,8814,7,5,2005,2007,925,0,349,1274,1274,0,0,1274,1,0,2,0,3,1,6,0,2,508,264,98,0,0,0,0,0,1,2007,203000,68,"BrkFace",80,"SBrkr"
"1313","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story","Gable","CompShg","Wd Sdng","Wd Sdng","Gd","TA","PConc","Ex","TA","No","GLQ","Unf","GasA","Ex","Y","Gd","Typ","Ex","Attchd","RFn","Gd","Gd","Y","None","None","None","WD","Normal","1990",1313,60,9572,8,5,1990,1990,482,0,971,1453,1453,1357,0,2810,0,0,2,1,4,1,9,1,2,750,500,0,0,0,0,0,0,6,2007,302000,80,"BrkFace",336,"SBrkr"
"1314","RL","Pave","None","IR1","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","Gd","Typ","TA","BuiltIn","Fin","TA","TA","Y","None","None","None","WD","Normal","1999",1314,60,14774,9,5,1999,1999,0,0,1393,1393,1422,1177,0,2599,0,0,2,1,4,1,10,1,3,779,668,30,0,0,0,0,0,5,2010,333168,108,"BrkFace",165,"SBrkr"
"1315","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story","Hip","CompShg","Wd Sdng","Wd Sdng","TA","TA","CBlock","TA","TA","No","Rec","Unf","GasA","Ex","Y","TA","Typ","TA","Detchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1956",1315,20,8190,4,6,1954,1954,732,0,216,948,948,0,0,948,1,0,1,0,3,1,5,1,1,280,0,36,0,0,0,0,0,10,2007,119000,60,"None",0,"SBrkr"
"1316","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story","Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","Fa","TA","Mn","ALQ","LwQ","GasA","TA","Y","TA","Typ","Gd","Attchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1969",1316,60,11075,6,5,1969,1969,500,276,176,952,1092,1020,0,2112,0,0,2,1,4,1,9,2,2,576,280,0,0,0,0,0,0,6,2008,206900,85,"None",0,"SBrkr"
"1317","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Ex","TA","Gd","Unf","Unf","GasA","Ex","Y","Ex","Typ","Gd","Attchd","RFn","TA","TA","Y","None","None","None","WD","Normal","2008",1317,20,10226,8,5,2008,2008,0,0,1622,1622,1630,0,0,1630,1,0,2,0,3,1,8,1,3,860,172,42,0,0,0,0,0,1,2009,295493,61,"Stone",270,"SBrkr"
"1318","FV","Pave","Pave","Reg","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","TwnhsE","1Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Ex","Gd","No","Unf","Unf","GasA","Ex","Y","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","None","None","None","New","Partial","2006",1318,120,4230,7,5,2006,2007,0,0,1352,1352,1352,0,0,1352,0,0,2,0,2,1,5,1,2,466,0,241,0,0,0,0,0,4,2007,208900,47,"None",0,"SBrkr"
"1319","RL","Pave","None","IR2","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story","Hip","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","TA","Gd","Unf","Unf","GasA","Ex","Y","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","None","None","None","WD","Normal","2001",1319,20,14781,8,5,2001,2002,0,0,1753,1753,1787,0,0,1787,0,0,2,0,3,1,7,1,3,748,198,150,0,0,0,0,0,8,2006,275000,49,"BrkFace",178,"SBrkr"
"1320","RL","Pave","None","Reg","Bnk","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story","Hip","CompShg","Wd Sdng","Wd Sdng","TA","TA","PConc","TA","TA","No","ALQ","Unf","GasA","Ex","Y","TA","Typ","None","Attchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1954",1320,20,10215,4,5,1954,1954,492,0,372,864,948,0,0,948,0,0,1,0,3,1,5,0,1,248,0,0,0,0,0,0,0,2,2007,111000,75,"BrkFace",132,"SBrkr"
"1321","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Hip","CompShg","BrkFace","BrkFace","TA","TA","CBlock","TA","TA","No","ALQ","Rec","GasA","Gd","Y","TA","Typ","Gd","Attchd","RFn","TA","TA","Y","None","None","None","WD","Normal","1957",1321,20,8400,6,3,1957,1957,189,661,628,1478,1478,0,0,1478,1,0,1,1,3,1,6,2,2,442,114,0,0,0,216,0,0,6,2009,156500,70,"None",0,"SBrkr"
"1322","RL","Pave","None","IR1","Lvl","AllPub","Corner","Gtl","BrkSide","Feedr","Norm","1Fam","1Story","Hip","CompShg","VinylSd","VinylSd","TA","TA","CBlock","None","None","None","None","None","Floor","TA","N","TA","Typ","None","Detchd","Unf","TA","Fa","Y","None","None","None","WD","Normal","1955",1322,20,6627,3,6,1949,1950,0,0,0,0,720,0,0,720,0,0,1,0,2,1,4,0,1,287,0,0,0,0,0,0,0,7,2008,72500,64,"None",0,"SBrkr"
"1323","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story","Gable","CompShg","HdBoard","HdBoard","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","None","None","None","WD","Normal","1992",1323,60,10186,7,5,1992,1992,674,0,76,750,1061,862,0,1923,1,0,2,1,3,1,8,1,2,564,240,39,0,0,0,0,0,6,2010,190000,107,"None",0,"SBrkr"
"1324","RL","Pave","None","Reg","HLS","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story","Hip","CompShg","VinylSd","VinylSd","Fa","TA","CBlock","TA","TA","No","LwQ","Unf","GasA","Gd","Y","Fa","Typ","None","None","None","None","None","Y","None","None","None","WD","Normal","None",1324,30,5330,4,7,1940,1950,280,0,140,420,708,0,0,708,0,0,1,0,2,1,5,0,0,0,164,0,0,0,0,0,0,12,2009,82500,50,"None",0,"SBrkr"
"1325","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Ex","TA","Av","Unf","Unf","GasA","Ex","Y","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","None","None","None","New","Partial","2007",1325,20,9986,8,5,2006,2007,0,0,1795,1795,1795,0,0,1795,0,0,2,0,2,1,7,1,3,895,0,49,0,0,0,0,0,2,2007,147000,75,"BrkFace",428,"SBrkr"
"1326","RM","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story","Gable","CompShg","AsbShng","AsbShng","TA","TA","BrkTil","TA","Fa","No","Unf","Unf","GasA","Fa","N","TA","Typ","None","None","None","None","None","N","None","MnPrv","None","WD","Normal","None",1326,30,3636,4,4,1922,1950,0,0,796,796,796,0,0,796,0,0,1,0,2,1,5,0,0,0,0,0,100,0,0,0,0,1,2008,55000,40,"None",0,"SBrkr"
"1327","RH","Pave","None","Reg","Bnk","AllPub","Inside","Mod","Edwards","Norm","Norm","1Fam","1Story","Gable","CompShg","MetalSd","MetalSd","TA","TA","BrkTil","TA","TA","No","Rec","Unf","GasA","Ex","Y","Gd","Typ","None","None","None","None","None","Y","None","None","None","WD","Normal","None",1327,30,4270,3,6,1931,2006,544,0,0,544,774,0,0,774,0,0,1,0,3,1,6,0,0,0,0,0,286,0,0,0,0,5,2007,79000,70,"None",0,"SBrkr"
"1328","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","Gd","Gd","CBlock","TA","TA","No","ALQ","Unf","GasA","Ex","Y","Gd","Typ","Ex","Attchd","Unf","TA","TA","Y","None","MnPrv","None","WD","Normal","1982",1328,20,6600,5,9,1982,2008,641,0,175,816,816,0,0,816,0,1,1,0,3,1,5,1,1,264,0,0,0,0,0,0,0,10,2008,130500,60,"None",0,"SBrkr"
"1329","RM","Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","BrkFace","Wd Sdng","Gd","Gd","BrkTil","Gd","TA","No","LwQ","Unf","GasW","Ex","Y","TA","Mod","TA","Detchd","Unf","Fa","TA","Y","None","MnPrv","Shed","WD","Normal","1920",1329,50,10440,6,7,1920,1950,493,0,1017,1510,1584,1208,0,2792,0,0,2,0,5,1,8,2,2,520,0,547,0,0,480,0,1150,6,2008,256000,60,"None",0,"SBrkr"
"1330","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","Hip","CompShg","VinylSd","VinylSd","TA","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Gd","Y","TA","Typ","TA","Attchd","Fin","TA","TA","Y","None","None","None","WD","Normal","1998",1330,60,9084,7,5,1998,1998,0,0,935,935,955,677,0,1632,0,0,2,1,3,1,8,1,2,462,0,28,0,0,0,0,0,6,2006,176500,63,"None",0,"SBrkr"
"1331","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story","Hip","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","Gd","Av","Unf","Unf","GasA","Ex","Y","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","None","None","None","WD","Normal","2006",1331,20,10000,8,5,2006,2006,0,0,1588,1588,1588,0,0,1588,0,0,2,0,3,1,7,1,3,825,144,45,0,0,0,0,0,12,2007,227000,85,"Stone",410,"SBrkr"
"1332","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","SLvl","Gable","CompShg","MetalSd","MetalSd","TA","TA","CBlock","TA","TA","Av","ALQ","Unf","GasA","Gd","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1976",1332,80,10780,5,5,1976,1976,483,0,428,911,954,0,0,954,0,0,1,0,3,1,6,0,2,576,0,0,0,0,0,0,0,7,2006,132500,55,"None",0,"SBrkr"
"1333","RL","Pave","None","Reg","Lvl","AllPub","Inside","Mod","Edwards","Norm","Norm","1Fam","1Story","Gable","CompShg","MetalSd","MetalSd","TA","TA","CBlock","TA","TA","Mn","ALQ","Unf","GasA","Ex","Y","TA","Typ","Gd","Detchd","Unf","Fa","Fa","Y","None","None","None","WD","Normal","1958",1333,20,8877,4,6,1938,1958,690,0,126,816,816,0,0,816,1,0,1,0,2,1,3,1,1,288,0,0,0,0,0,0,0,5,2009,100000,67,"None",0,"SBrkr"
"1334","RM","Pave","None","Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","Ex","Y","Gd","Typ","None","Detchd","Unf","TA","TA","Y","None","MnPrv","None","WD","Normal","1951",1334,50,7200,5,6,1938,1995,0,0,803,803,803,557,0,1360,0,0,1,1,2,1,6,0,1,297,0,65,190,0,0,0,0,7,2006,125500,60,"None",0,"SBrkr"
"1335","RM","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","TwnhsE","2Story","Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","TA","TA","No","LwQ","Unf","GasA","TA","Y","TA","Min1","None","Attchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1970",1335,160,2368,5,6,1970,1970,765,0,0,765,765,600,0,1365,0,0,1,1,3,1,7,0,2,440,0,36,0,0,0,0,0,5,2009,125000,24,"None",312,"SBrkr"
"1336","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","Plywood","Plywood","TA","TA","CBlock","Gd","TA","No","ALQ","Unf","GasA","TA","Y","TA","Typ","TA","Attchd","RFn","TA","TA","Y","None","None","None","WD","Normal","1977",1336,20,9650,6,5,1977,1977,686,0,664,1350,1334,0,0,1334,0,1,2,0,2,1,6,1,2,630,0,16,0,0,0,0,0,4,2009,167900,80,"BrkFace",360,"SBrkr"
"1337","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Feedr","Norm","Duplex","1Story","Gable","CompShg","Plywood","Plywood","TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","TA","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1973",1337,90,9246,5,5,1973,1973,0,0,1656,1656,1656,0,0,1656,0,0,2,0,4,2,8,0,2,506,0,211,0,0,0,0,0,11,2008,135000,87,"BrkFace",564,"SBrkr"
"1338","RM","Pave","Grvl","IR1","Bnk","AllPub","Corner","Mod","OldTown","Feedr","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","CBlock","TA","TA","No","Unf","Unf","Grav","Fa","N","Fa","Typ","None","None","None","None","None","N","None","None","None","WD","Normal","None",1338,30,4118,4,4,1941,1950,0,0,693,693,693,0,0,693,0,0,1,0,2,1,4,0,0,0,0,20,0,0,0,0,0,3,2006,52500,153,"None",0,"FuseA"
"1339","RL","Pave","None","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","Gd","Typ","None","BuiltIn","RFn","TA","TA","Y","None","None","None","WD","Normal","2002",1339,60,13450,7,5,2002,2002,700,0,216,916,920,941,0,1861,1,0,2,1,3,1,8,0,2,492,146,91,0,0,0,0,0,6,2006,200000,95,"None",0,"SBrkr"
"1340","RL","Pave","None","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story","Hip","CompShg","MetalSd","MetalSd","TA","Gd","CBlock","TA","TA","Mn","Rec","Unf","GasA","Ex","Y","TA","Typ","None","Attchd","RFn","TA","TA","Y","None","None","None","WD","Normal","1972",1340,20,9560,5,7,1972,1972,360,0,504,864,864,0,0,864,0,0,1,0,3,1,5,0,1,288,0,0,0,0,0,0,0,6,2006,128500,120,"None",0,"SBrkr"
"1341","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","MetalSd","MetalSd","TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","TA","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","None","GdWo","None","WD","Normal","1974",1341,20,8294,4,5,1971,1971,0,0,858,858,872,0,0,872,0,0,1,0,3,1,5,0,4,480,0,0,0,0,0,0,0,6,2007,123000,70,"None",0,"SBrkr"
"1342","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","TA","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","Gd","Typ","None","Detchd","Unf","TA","TA","Y","None","None","None","WD","Normal","2004",1342,20,13695,6,5,2003,2004,814,0,300,1114,1114,0,0,1114,1,0,1,0,3,1,6,0,2,576,0,78,0,0,0,0,0,7,2008,155000,66,"None",0,"SBrkr"
"1343","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","None","None","None","WD","Normal","2002",1343,60,9375,8,5,2002,2002,0,0,1284,1284,1284,885,0,2169,0,0,2,1,3,1,7,1,2,647,192,87,0,0,0,0,0,8,2007,228500,82,"BrkFace",149,"SBrkr"
"1344","RL","Pave","None","Reg","Bnk","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","BrkFace","Stone","TA","TA","BrkTil","TA","TA","No","Unf","Unf","GasA","Gd","Y","TA","Typ","TA","Detchd","Unf","Fa","Fa","Y","None","None","None","WD","Normal","1929",1344,50,7558,6,6,1928,1950,0,0,896,896,1172,741,0,1913,0,0,1,1,3,1,9,1,2,342,0,0,0,0,0,0,0,3,2009,177000,57,"None",0,"SBrkr"
"1345","RL","Pave","None","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","TA","No","Unf","Unf","GasA","Ex","Y","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","None","None","None","New","Partial","2006",1345,60,11103,7,5,2006,2006,0,0,728,728,728,728,0,1456,0,0,2,1,3,1,8,1,2,440,0,0,0,0,0,0,0,7,2007,155835,85,"None",0,"SBrkr"
"1346","RM","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story","Hip","CompShg","MetalSd","MetalSd","TA","TA","PConc","TA","TA","No","ALQ","Unf","GasA","Gd","Y","Fa","Typ","None","Detchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1997",1346,30,6000,4,4,1920,1950,250,0,710,960,960,0,0,960,0,0,1,0,2,1,5,0,1,308,0,0,168,0,0,0,0,7,2007,108500,50,"None",0,"FuseA"
"1347","RL","Pave","None","IR2","Lvl","AllPub","CulDSac","Gtl","NWAmes","PosN","Norm","1Fam","1Story","Hip","CompShg","BrkFace","HdBoard","TA","TA","CBlock","TA","TA","No","BLQ","Rec","GasA","TA","Y","TA","Typ","Gd","Attchd","RFn","Gd","TA","Y","None","None","None","WD","Normal","1968",1347,20,20781,7,7,1968,2003,297,68,1203,1568,2156,0,0,2156,0,0,2,0,3,1,9,1,2,508,0,80,0,290,0,0,0,6,2006,262500,49,"None",0,"SBrkr"
"1348","RL","Pave","None","IR1","HLS","AllPub","Corner","Gtl","Timber","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Ex","TA","Gd","GLQ","Unf","GasA","Ex","Y","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","None","None","None","New","Partial","2006",1348,20,15306,8,5,2006,2007,80,0,1652,1732,1776,0,0,1776,1,0,2,0,3,1,7,1,3,712,0,0,0,0,0,0,0,5,2007,283463,93,"Stone",100,"SBrkr"
"1349","RL","Pave","None","IR3","Low","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","TA","Gd","GLQ","Unf","GasA","Ex","Y","Gd","Typ","Fa","Attchd","RFn","TA","TA","Y","None","None","None","WD","Normal","1998",1349,20,16196,7,5,1998,1998,1443,0,39,1482,1494,0,0,1494,1,0,2,0,3,1,5,1,2,514,402,25,0,0,0,0,0,8,2007,215000,110,"None",0,"SBrkr"
"1350","RM","Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story","Gable","CompShg","MetalSd","MetalSd","TA","Gd","BrkTil","TA","Fa","No","LwQ","Unf","OthW","Fa","N","TA","Typ","None","None","None","None","None","Y","None","None","None","WD","Normal","None",1350,70,5250,8,5,1872,1987,259,0,425,684,938,1215,205,2358,0,0,2,0,4,1,8,0,0,0,0,54,20,0,0,0,0,12,2008,122000,50,"None",0,"SBrkr"
"1351","RL","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","Norm","Duplex","2Story","Gable","CompShg","MetalSd","MetalSd","TA","TA","CBlock","TA","TA","No","LwQ","Unf","GasA","TA","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","None","None","None","WD","Normal","1969",1351,90,11643,5,5,1969,1969,500,0,748,1248,1338,1296,0,2634,1,1,2,2,6,2,12,0,4,968,0,0,0,0,0,0,0,8,2009,200000,91,"BrkFace",368,"SBrkr"
"1352","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story","Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","TA","TA","No","Rec","Unf","GasA","Ex","Y","TA","Typ","Gd","Attchd","Fin","TA","TA","Y","None","None","None","WD","Normal","1962",1352,60,9247,6,6,1962,1962,319,0,539,858,858,858,0,1716,0,0,1,1,4,1,8,1,2,490,0,84,0,0,120,0,0,3,2008,171000,70,"BrkFace",318,"SBrkr"
"1353","RM","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","MetalSd","MetalSd","Gd","TA","BrkTil","TA","TA","No","Unf","Unf","GasA","TA","Y","TA","Typ","None","Detchd","Unf","TA","TA","N","None","None","None","WD","Normal","1999",1353,50,6000,6,9,1937,2000,0,0,698,698,786,390,0,1176,0,0,1,0,2,1,4,0,2,624,210,0,0,0,0,0,0,7,2009,134900,50,"None",0,"SBrkr"
"1354","RL","Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","1.5Fin","Hip","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","TA","Av","GLQ","Unf","GasA","Ex","Y","Gd","Typ","Ex","Attchd","Fin","TA","TA","Y","None","None","None","WD","Normal","1996",1354,50,14720,8,5,1995,1996,816,0,1217,2033,2053,1185,0,3238,1,0,2,1,4,1,9,1,3,666,283,86,0,0,0,0,0,3,2010,410000,56,"BrkFace",579,"SBrkr"
"1355","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","None","None","None","WD","Normal","2000",1355,60,10316,7,5,2000,2000,735,0,257,992,992,873,0,1865,1,0,2,1,3,1,7,1,3,839,0,184,0,0,0,0,0,6,2008,235000,81,"None",0,"SBrkr"
"1356","RL","Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","SLvl","Gable","CompShg","MetalSd","MetalSd","TA","TA","CBlock","TA","TA","No","Unf","Unf","GasA","Gd","Y","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","None","GdPrv","None","WD","Normal","1968",1356,80,10192,7,6,1968,1992,0,0,570,570,1222,698,0,1920,0,0,3,0,4,1,8,1,2,487,0,98,0,0,0,0,0,9,2006,170000,102,"BrkFace",143,"SBrkr"
"1357","RL","Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","TA","TA","No","Rec","Unf","GasA","TA","Y","TA","Typ","None","Attchd","RFn","TA","TA","Y","None","GdWo","None","WD","Normal","1966",1357,20,9477,5,5,1966,1966,340,0,524,864,892,0,0,892,0,0,1,0,3,1,5,0,1,264,0,0,0,0,0,0,0,10,2008,110000,60,"BrkFace",65,"SBrkr"
"1358","RL","Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","TA","TA","CBlock","TA","TA","No","GLQ","Unf","GasA","Ex","Y","TA","Typ","Fa","Attchd","Fin","TA","TA","Y","None","None","None","WD","Normal","1971",1358,20,12537,5,6,1971,2008,734,0,344,1078,1078,0,0,1078,1,0,1,1,3,1,6,1,2,500,0,0,0,0,0,0,0,4,2010,149900,40,"None",0,"SBrkr"
"1359","FV","Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story","Gable","CompShg","MetalSd","MetalSd","Gd","TA","PConc","Gd","TA","No","GLQ","Unf","GasA","Ex","Y","Gd","Typ","None","Detchd","Unf","TA","TA","Y","None","None","None","WD","Normal","2000",1359,160,2117,6,5,2000,2000,378,0,378,756,769,804,0,1573,0,0,2,1,3,1,5,0,2,440,0,32,0,0,0,0,0,6,2010,177500,24,"BrkFace",216,"SBrkr"
"1360","RL","Pave","None","Reg","Lvl","AllPub","FR3","Gtl","NridgHt","Norm","Norm","1Fam","1Story","Hip","CompShg","VinylSd","VinylSd","Gd","TA","PConc","Ex","TA","Av","GLQ","Unf","GasA","Ex","Y","Ex","Typ","Gd","Attchd","Fin","TA","TA","Y","None","None","None","WD","Normal","2004",1360,20,16737,9,5,2004,2005,1447,0,533,1980,1980,0,0,1980,1,0,2,0,3,1,8,1,3,770,194,45,0,0,0,0,0,9,2006,315000,129,"BrkFace",66,"SBrkr"
